#;LINEARobjectID;LCtype  ;  P;A;mmed;stdev;rms;Lchi2pdf;nObs;skew;kurt;LR;CUF;t2;t3
;8251303;5;0.304212;0.6;14.4;0.2;0.24;2.394;507;0.97;-0.11;2.2;1;0;0
;8255199;1;0.526934;0.8;16.26;0.26;0.29;1.715;124;-0.68;-0.6;1.322;1;0;0
;8262111;5;0.280448;0.35;14.1;0.12;0.14;2.118;235;0.32;-0.73;1.892;1;0;0
;8262812;5;0.303898;0.38;14.64;0.12;0.17;1.791;253;0.67;-0.78;1.577;1;0;0
;8264035;1;0.530998;1.03;16.58;0.3;0.34;1.531;215;-0.61;-0.11;1.098;1;0;0
;8267062;1;0.518481;0.74;15.75;0.26;0.3;1.939;197;-0.8;-0.56;1.683;1;0;0
;8268341;5;0.258473;0.66;14.74;0.21;0.24;2.093;194;0.96;-0.17;1.848;1;0;0
;8268447;5;0.319666;0.37;15.32;0.12;0.14;1.244;161;0.49;-0.81;0.923;1;0;0
;8269323;5;0.250379;0.33;15.98;0.11;0.13;0.713;194;0.22;-1;0.511;1;0;0
;8271702;0;-9.9;0.34;15.99;0.1;0.12;0.559;195;0.6;-0.15;0.349;1;0;0
;8280759;5;0.296811;0.36;15.75;0.12;0.14;0.851;177;0.53;0.18;0.635;1;0;0
;8295858;2;0.378558;0.49;16.92;0.17;0.18;0.629;305;-0.56;1.73;0.305;1;0;0
;8298331;2;0.401228;0.49;15.8;0.41;0.17;1.421;304;4.59;22.86;1.025;2;0;0
;8298345;5;0.271893;0.33;16.31;0.11;0.14;0.631;309;0.26;-0.59;0.47;1;0;0
;8300756;7;119.121292;0.44;14.56;0.14;0.19;2.208;326;0.38;-0.79;2.031;3;0;0
;8306649;1;0.783199;0.85;16.8;0.26;0.28;1.386;318;-0.89;-0.17;0.967;1;0;0
;8307613;1;0.710893;0.35;16.49;0.2;0.14;0.606;290;5.61;46.71;0.35;2;9;0
;8309159;0;424.962219;0.52;16.12;0.17;0.09;0.776;105;1.87;2.98;0.287;1;0;0
;8311517;1;0.523348;0.84;15.81;0.27;0.32;2.023;331;-0.71;-0.56;1.811;1;0;0
;8313260;1;0.612572;0.62;16.89;0.2;0.24;0.872;337;-0.02;0.26;0.497;1;0;0
;8316634;1;0.541657;0.8;14.03;0.26;0.34;3.201;218;-0.67;-0.77;2.946;1;0;0
;8318076;1;0.506939;0.85;15.56;0.29;0.37;2.363;475;-0.49;-0.96;2.134;1;0;0
;8318215;1;0.560441;0.69;15.97;0.22;0.27;1.756;428;-0.41;-0.94;1.499;1;0;0
;8321320;5;0.230148;0.36;16.49;0.11;0.15;0.6;393;0.45;-0.6;0.358;1;0;0
;8325365;1;0.595146;0.54;15.39;0.17;0.22;1.919;388;0.06;-1.1;1.588;1;0;0
;8331094;2;0.267542;0.41;15.32;0.14;0.19;1.709;430;-0.14;-1.3;1.537;1;0;0
;8337518;1;0.536967;0.88;16.86;0.28;0.33;1.378;466;-0.47;-0.69;0.949;1;0;0
;8338209;1;0.657459;0.51;16.33;0.16;0.2;1.031;473;-0.06;-0.21;0.712;1;0;0
;8342007;1;0.469586;0.87;15.58;0.29;0.4;2.448;491;-0.74;-0.73;2.179;1;0;0
;8342822;5;0.244611;0.32;16.49;0.11;0.12;0.509;422;0.3;3.92;0.198;1;0;0
;8343291;1;0.569792;0.76;15.42;0.23;0.26;2.193;474;-0.74;-0.3;1.856;1;0;0
;8344348;1;0.598448;0.81;15.79;0.28;0.35;1.862;40;-0.59;-0.86;1.78;1;0;0
;8346395;4;0.649444;0.53;16.36;0.15;0.11;0.723;240;2.15;4.25;0.114;1;0;0
;8351552;2;0.274151;0.38;15.61;0.17;0.19;1.497;249;1.83;6.65;1.315;1;0;0
;8359936;1;0.639151;0.32;16.39;0.13;0.13;0.741;237;1.1;4.83;0.412;1;0;0
;8366927;1;0.510635;0.96;15.24;0.32;0.38;2.764;231;-0.7;-0.82;2.423;1;0;0
;8370218;1;0.650004;0.66;16.28;0.21;0.22;1.491;257;-0.7;-0.03;1.193;1;0;0
;8373230;2;0.336737;0.41;16.79;0.14;0.18;0.587;211;-0.01;-0.97;0.407;1;0;0
;8377916;0;-9.9;0.67;16.69;0.23;0.26;1.38;58;-0.38;-0.81;1.038;1;0;0
;8378112;2;0.380546;0.54;16.47;0.18;0.21;1.14;197;-0.38;-0.66;0.836;1;0;0
;8380961;1;0.713161;0.67;16.97;0.22;0.27;0.873;234;-0.03;-0.56;0.592;1;0;0
;8384110;1;0.651923;0.71;16.65;0.24;0.3;1.324;205;-0.15;-0.39;0.998;1;0;0
;8386990;1;0.607553;0.73;15.05;0.23;0.26;2.383;239;-0.51;-0.75;2.083;1;0;0
;8393986;0;-9.9;0.97;16.71;0.34;0.49;1.056;43;-0.11;-1.4;0.98;1;0;0
;8394074;0;-9.9;1.07;16.85;0.32;0.32;1.356;226;-0.2;-0.16;0.97;1;0;0
;8395250;1;0.506557;0.91;16.06;0.29;0.34;1.95;230;-0.45;-0.87;1.63;1;0;0
;8397238;0;-9.9;0.41;14.16;0.17;0.17;2.595;214;1.71;11.15;2.268;1;0;0
;8397579;1;0.609761;0.42;15.42;0.13;0.13;1.402;93;-0.52;-0.58;1.199;3;0;0
;8404938;5;0.375777;0.46;15.33;0.17;0.24;1.788;232;0.22;-1.3;1.624;1;0;0
;8405435;1;0.666741;0.61;15.93;0.19;0.22;1.633;260;-0.63;-0.7;1.329;1;0;0
;8412417;5;0.276578;0.52;15.28;0.26;0.18;2.103;117;2.64;13.44;1.71;1;0;0
;8418765;2;0.32335;0.32;15.71;0.11;0.14;1.12;236;0.18;-1.21;0.975;1;0;0
;8421216;1;0.638024;0.64;16.79;0.21;0.24;0.896;278;-0.01;-0.63;0.556;1;0;0
;8426776;1;0.62136;0.32;14.13;0.11;0.13;2.276;236;-0.1;-0.98;2.076;1;0;0
;8428593;1;0.468272;1.05;15.75;0.35;0.43;2.445;299;-0.33;-0.96;2.223;1;0;0
;8436084;5;0.709161;0.52;16.37;0.17;0.2;0.992;258;0.51;-0.01;0.721;1;0;0
;8440571;0;0.291341;0.4;16.37;0.13;0.17;0.969;241;0.12;-0.95;0.793;4;0;0
;8440712;1;0.558372;0.56;16.75;0.18;0.2;0.821;327;-0.31;-0.21;0.489;2;0;0
;8440719;0;0.291341;0.32;15.85;0.11;0.13;1.188;244;0.11;-1.05;0.989;4;0;0
;8440861;1;0.65217;0.57;14.6;0.19;0.26;2.561;289;-0.2;-1.21;2.375;1;0;0
;8441319;5;0.291341;0.33;14.49;0.12;0.16;2.213;238;0.28;-0.02;1.967;2;4;0
;8448689;7;114.233391;0.98;15.68;0.31;0.39;2.122;379;0.55;-0.63;1.908;1;0;0
;8448916;0;0.291341;0.33;15;0.11;0.14;1.854;244;0.06;-1.23;1.716;4;0;0
;8450352;0;0.291341;0.38;16.84;0.12;0.13;0.494;249;0.32;-0.23;0.263;4;0;0
;8452517;0;-9.9;0.39;15.87;0.13;0.17;1.251;176;0.45;-1.08;1.077;1;0;0
;8453011;1;0.589816;0.67;15.67;0.21;0.25;2.008;353;-0.59;-0.2;1.648;1;0;0
;8455439;0;-9.9;0.34;16.34;0.11;0.13;0.631;455;0.01;-0.28;0.325;1;0;0
;8458526;5;0.244611;0.49;14.75;0.16;0.22;2.12;403;1.12;-0.05;1.874;1;0;0
;8462944;0;0.120976;-9.9;16.66;0.12;0.14;0.531;451;-0.28;-0.23;0.171;1;0;0
;8468878;5;0.322084;0.47;15.41;0.16;0.2;1.524;188;0.85;-0.38;1.329;1;0;0
;8480948;1;0.553414;0.83;16.89;0.27;0.34;1.244;253;-0.54;-0.91;0.989;1;0;0
;8482990;1;0.631851;0.75;16.28;0.25;0.28;1.372;265;0.41;1.53;1.09;1;0;0
;8483641;5;0.42653;0.4;14.86;0.14;0.17;1.757;272;0.63;-0.93;1.559;1;0;0
;8489525;4;0.835;0.44;15.44;0.16;0.13;1.467;284;2.21;6.14;0.782;1;0;0
;8491405;1;0.500718;0.62;16.44;0.18;0.18;1.173;243;-1.06;0.76;0.587;1;0;0
;8495939;5;0.211132;0.49;16.17;0.16;0.17;0.942;241;0.49;-0.64;0.753;1;0;0
;8503727;1;0.479582;0.99;15.73;0.32;0.41;2.282;219;-0.49;-0.96;1.96;1;0;0
;8505209;2;0.316221;0.37;14.36;0.14;0.19;2.297;210;0.25;0.2;2.143;1;0;0
;8512182;1;0.610432;0.64;16.99;0.2;0.21;0.633;243;-0.42;0.31;0.253;2;0;0
;8520012;2;0.317198;0.47;15.73;0.17;0.24;1.36;233;0.01;-1.39;1.249;1;0;0
;8530918;1;0.496195;1.01;15.31;0.35;0.42;2.502;215;-0.25;-0.32;2.225;1;0;0
;8533369;5;0.238674;0.63;16.64;0.22;0.28;0.825;200;0.34;-1.03;0.653;1;0;0
;8535481;1;0.652443;0.43;15.32;0.14;0.17;1.564;180;-0.26;-0.68;1.192;1;0;0
;8540533;1;0.526531;0.79;15.36;0.28;0.32;2.461;323;0.43;4.24;2.074;1;0;0
;8540978;1;0.47855;1.01;16.93;0.31;0.35;1.399;320;-0.59;-0.63;1.11;1;0;0
;8546057;7;113.728096;0.57;14.77;0.18;0.22;2.262;290;0.36;-0.58;1.997;1;0;0
;8553513;5;0.237911;0.51;16.25;0.17;0.21;1.036;453;0.95;0.35;0.823;1;0;0
;8553840;5;0.36452;0.46;14.3;0.15;0.2;2.313;436;0.61;-0.72;2.114;1;0;0
;8556012;1;0.641235;0.38;16.11;0.13;0.16;0.648;185;0.74;1.74;0.481;2;0;0
;8557052;5;0.297052;0.57;15.65;0.19;0.23;1.337;238;0.76;-0.36;1.127;1;0;0
;8557235;5;0.297041;0.35;15.74;0.12;0.13;0.917;214;0.54;-0.1;0.648;2;0;0
;8561625;1;0.576926;0.65;16.17;0.2;0.22;1.257;189;-0.42;-0.04;0.919;1;0;0
;8564618;1;0.59368;0.8;15.74;0.25;0.24;1.924;227;-0.98;0.04;1.471;1;0;0
;8570281;1;0.532941;0.74;16.95;0.23;0.24;0.733;165;-1.09;0.84;0.32;1;0;0
;8574195;1;0.576061;0.77;15.83;0.27;0.35;1.675;188;-0.26;-1.26;1.505;1;0;0
;8578437;1;0.513241;0.6;15.36;0.2;0.21;1.888;154;-0.93;0.31;1.51;1;0;0
;8581632;1;0.552756;0.58;15.45;0.19;0.17;1.727;176;-1.02;0.57;1.217;1;0;0
;8590640;1;0.542571;0.67;15.75;0.22;0.27;1.682;219;-0.68;-0.39;1.283;1;0;0
;8595866;2;0.331941;0.38;15.63;0.13;0.18;1.324;318;0.43;-0.24;1.216;1;0;0
;8596593;1;0.627577;0.55;16.73;0.23;0.18;0.825;217;2.41;10.86;0.281;1;0;0
;8599554;5;0.266099;0.57;14.32;0.19;0.24;2.66;257;0.54;-0.98;2.441;1;0;0
;8604367;5;0.227772;0.73;16.02;0.35;0.33;1.567;286;2.78;12.21;1.314;1;0;0
;8605645;5;0.337479;0.34;15.19;0.11;0.12;1.538;255;0.75;-0.57;1.25;1;0;0
;8607779;1;0.514024;0.41;14.71;0.12;0.11;2.209;171;-1.65;2.68;1.391;1;0;0
;8608048;1;0.545587;0.59;16.71;0.2;0.26;0.967;265;-0.21;-0.87;0.752;1;0;0
;8608952;1;0.567372;0.51;15;0.13;0.07;1.925;217;-2.41;5.85;1.058;3;0;0
;8610884;1;0.592421;0.54;15.77;0.17;0.22;1.475;277;-0.67;-0.53;1.277;1;0;0
;8610949;1;0.583834;0.59;15.5;0.19;0.23;1.96;252;-0.61;-0.49;1.675;1;0;0
;8611053;5;0.239694;0.52;16.75;0.17;0.2;0.664;268;0.57;-0.62;0.46;1;0;0
;8611846;1;0.601571;0.52;16.53;0.17;0.22;1.008;269;-0.17;-1.11;0.732;1;0;0
;8618638;1;0.702632;0.39;16.05;0.13;0.16;1.057;285;-0.01;-0.89;0.816;2;11;0
;8620327;1;0.665734;0.66;16.56;0.22;0.26;1.181;335;-0.05;-0.38;0.901;1;0;0
;8620650;5;0.325989;0.37;14.7;0.16;0.16;2.02;341;4.67;44.41;1.735;1;0;0
;8622852;0;0.325988;0.13;15.33;0.13;0.06;0.716;331;14.67 2;44.43;0.382;1;0;0
;8623110;1;0.456804;0.75;14.5;0.24;0.25;2.882;226;-1.25;1.05;2.426;1;0;0
;8624807;5;0.325987;0.48;15.63;0.2;0.07;1.17;335;4.19;18.24;0.339;1;0;0
;8627194;1;0.623206;0.57;16.49;0.18;0.2;1.112;359;0.06;-0.63;0.825;1;0;0
;8627731;5;0.325987;0.25;16.32;0.16;0.09;0.497;327;5.42;37.36;0.17;1;0;0
;8629192;5;0.325989;0.24;16.34;0.13;0.1;0.61;320;5.68;45.89;0.168;2;0;0
;8630471;1;0.576431;0.79;16.87;0.25;0.32;1.173;379;-0.19;-0.91;0.889;1;0;0
;8631163;1;0.648802;0.52;15.7;0.17;0.21;1.611;71;0.19;-1.17;1.378;1;0;0
;8636148;5;0.237536;0.59;16.47;0.19;0.23;0.917;500;0.93;-0.14;0.679;1;0;0
;8637808;2;0.347241;0.38;15.31;0.13;0.18;1.597;343;0.03;-1.44;1.449;1;0;0
;8640362;2;0.344191;0.4;15.92;0.14;0.18;1.164;444;0.02;-1.04;0.967;1;0;0
;8640880;5;0.261184;0.49;14.16;0.17;0.23;2.627;488;0.19;-1.11;2.435;1;0;0
;8641088;1;0.599648;0.63;16;0.2;0.25;1.684;489;-0.42;-0.94;1.426;1;0;0
;8646040;1;0.623865;0.92;16.07;0.29;0.34;2.09;480;-0.66;-0.69;1.677;1;0;0
;8649255;1;0.493882;1.01;16.51;0.29;0.25;1.696;228;-0.28;0.84;1;1;0;0
;8658610;1;0.460444;0.76;14.28;0.37;0.19;2.844;194;3.31;15.73;2.412;2;0;0
;8669917;1;0.554219;0.71;15.71;0.24;0.29;2.108;228;-0.79;-0.12;1.768;1;0;0
;8670360;5;0.259853;0.47;15.75;0.16;0.18;1.344;221;0.92;-0.13;1.1;1;0;0
;8670921;5;0.284372;0.41;14.08;0.13;0.16;2.414;242;0.59;-0.64;2.189;1;0;0
;8675526;5;0.407074;0.38;15.04;0.12;0.13;1.562;137;0.55;-0.62;1.279;1;0;0
;8678387;1;0.592961;0.65;16.54;0.21;0.23;1.189;213;0.03;-0.29;0.915;1;0;0
;8678641;1;0.632783;0.85;16.9;0.28;0.31;1.185;221;-0.14;0.04;0.867;1;0;0
;8679000;2;0.412332;0.42;15.98;0.14;0.19;1.206;230;0;-1.31;0.994;1;0;0
;8679141;1;0.565182;0.53;14.25;0.17;0.19;2.638;101;-0.84;-0.24;2.321;3;0;0
;8679369;2;0.391143;0.53;16.78;0.17;0.19;0.633;199;0.61;0.5;0.453;2;0;0
;8680084;1;0.669622;0.8;15.7;0.23;0.24;2.257;205;-0.75;-0.28;1.592;1;0;0
;8680372;1;0.535415;0.87;16.81;0.29;0.32;1.166;204;0.65;1.97;0.831;2;0;0
;8680526;1;0.612588;0.44;15.87;0.14;0.16;1.035;99;-0.17;-0.84;0.799;3;0;0
;8681167;1;0.647146;0.86;16.68;0.27;0.33;1.436;211;-0.27;-0.66;1.084;1;0;0
;8681440;1;0.714869;0.65;16.54;0.2;0.2;0.965;198;0.6;0.23;0.719;1;0;0
;8681968;0;-9.9;0.52;16.91;0.18;0.22;0.745;207;-0.19;-0.63;0.512;1;0;0
;8683059;1;0.627439;0.85;16.75;0.29;0.37;1.388;187;-0.4;-1.08;1.137;1;0;0
;8684437;2;0.349952;0.36;14.13;0.15;0.17;2.389;224;1.57;5.7;2.205;1;0;0
;8685793;1;0.484714;1.12;16.89;0.36;0.37;1.699;202;-0.69;-0.46;1.317;1;0;0
;8686093;1;0.740232;0.46;16.54;0.15;0.18;0.847;211;-0.04;-0.63;0.595;1;0;0
;8686111;1;0.639428;0.72;16.76;0.23;0.23;1.098;192;-0.2;-0.05;0.808;1;0;0
;8729307;1;0.568398;0.67;16.7;0.22;0.25;1.097;255;-0.38;-0.31;0.712;2;0;0
;8730052;1;0.694311;0.62;16.13;0.2;0.26;1.333;280;-0.01;-1.06;1.075;1;0;0
;8733583;4;0.918235;0.46;15.23;0.14;0.12;1.518;285;2.55;5.98;0.852;1;0;0
;8735344;2;0.403326;0.49;16.15;0.15;0.14;1.081;285;-0.46;-0.02;0.744;1;0;0
;8738578;1;0.6312;0.4;16.64;0.12;0.15;0.54;277;-0.24;-0.05;0.265;2;0;0
;8742110;1;0.611223;0.51;15.87;0.16;0.2;1.426;307;-0.14;-0.59;1.24;1;0;0
;8745173;2;0.328524;0.79;16.48;0.25;0.29;1.473;296;-0.7;-0.5;1.206;1;0;0
;8745394;1;0.522108;0.76;15.63;0.25;0.31;2.343;317;-0.68;-0.72;1.941;1;0;0
;8747255;7;126.321602;1.05;14.48;0.34;0.45;2.994;304;0.41;-1.11;2.824;1;0;0
;8747835;1;0.560136;0.84;15.9;0.25;0.27;1.904;241;-0.73;-0.26;1.531;1;0;0
;8747909;1;0.458046;1.06;16.87;0.32;0.32;1.609;297;-1.17;0.41;1.197;1;0;0
;8750069;5;0.325991;0.3;14.3;0.1;0.13;2.175;340;0.08;-0.59;1.969;2;0;0
;8750363;1;0.56132;0.77;16.12;0.25;0.3;1.939;295;-0.67;-0.4;1.479;1;0;0
;8753182;5;0.24232;0.63;16.95;0.2;0.23;0.594;306;0.84;-0.09;0.338;1;0;0
;8753247;7;141.011902;0.48;15.7;0.14;0.18;1.521;301;0;-0.57;1.176;1;0;0
;8753791;0;-9.9;0.33;14.29;0.11;0.14;2.259;337;-0.07;-0.9;2.058;1;0;0
;8756859;2;0.290395;0.32;16.48;0.11;0.13;0.558;445;0.4;0.28;0.292;1;0;0
;8759044;4;0.561911;0.52;15.5;0.16;0.21;1.442;456;1.9;3.08;0.937;1;0;0
;8761079;4;0.51478;0.66;15.02;0.19;0.13;1.809;470;2.53;6.29;1.25;1;0;0
;8773985;5;0.299365;0.74;16.59;0.25;0.33;1.033;296;0.6;-0.82;0.84;1;0;0
;8774016;5;0.246396;0.68;15.72;0.22;0.26;1.515;289;0.86;-0.19;1.309;1;0;0
;8774537;4;0.668341;0.61;16.76;0.16;0.12;0.551;296;1.72;2.94;-0.089;1;0;0
;8775452;1;0.593228;0.64;16;0.2;0.21;1.439;242;-0.3;-0.93;1.136;1;0;0
;8776072;2;0.347724;0.46;15.07;0.15;0.19;1.93;276;-0.07;-1.02;1.706;2;0;0
;8776933;4;1.227914;0.55;16.59;0.17;0.15;0.529;317;0.98;1.38;0.099;2;5;0
;8780321;2;0.285804;0.38;15.62;0.13;0.17;1.271;236;0;-1.24;1.083;1;0;0
;8783308;1;0.675049;0.47;16.11;0.16;0.18;1.189;240;-0.7;-0.58;1.005;1;0;0
;8786633;1;0.677389;0.41;14.76;0.13;0.13;1.966;202;-0.31;-0.43;1.732;1;0;0
;8792726;2;0.352805;0.72;16.86;0.25;0.27;0.679;222;0.7;1.31;0.503;2;0;0
;8797357;5;0.284336;0.54;14.35;0.18;0.22;2.328;204;0.55;-0.94;2.135;1;0;0
;8797911;1;0.53926;0.5;15.09;0.15;0.17;2.097;244;-0.85;0.21;1.557;1;0;0
;8799313;2;0.327559;0.52;16.31;0.17;0.2;0.912;280;0.76;-0.23;0.698;1;0;0
;8802205;1;0.556656;0.6;16.17;0.19;0.24;1.361;235;-0.52;-0.87;1.109;1;0;0
;8807945;1;0.52112;0.87;16.64;0.28;0.32;1.333;234;-0.05;1.42;0.969;1;0;0
;8819864;1;0.531603;0.36;14.62;0.11;0.12;1.907;219;-0.59;-0.25;1.522;1;0;0
;8820406;1;0.504361;0.84;15.88;0.26;0.28;1.983;228;-1.1;0.23;1.525;1;0;0
;8820713;1;0.648766;0.41;15.04;0.13;0.14;1.602;165;-0.48;-0.45;1.288;1;0;0
;8823736;1;0.665113;0.38;15.3;0.13;0.17;1.398;211;0.2;-0.92;1.131;1;0;0
;8827417;1;0.533478;0.96;16.51;0.32;0.34;1.497;190;0.22;0.29;1.115;1;0;0
;8853237;1;0.564773;0.38;14.49;0.12;0.16;2.189;336;-0.25;-1.07;1.966;1;0;0
;8854060;2;0.417676;0.54;16.95;0.17;0.2;0.507;337;0.26;-0.34;0.186;1;0;0
;8854248;2;0.347479;0.48;15.81;0.16;0.2;1.372;336;-0.04;-1.12;1.111;1;0;0
;8854560;4;0.638117;0.66;16.75;0.2;0.17;0.509;405;1.94;3.77;0.067;1;0;0
;8855456;5;0.317902;0.44;15.69;0.15;0.2;1.344;465;0.69;-0.43;1.134;1;0;0
;8860301;5;0.287453;0.56;15.02;0.19;0.24;1.799;225;0.98;-0.23;1.595;1;0;0
;8866444;1;0.616431;0.45;15.16;0.15;0.19;1.693;241;-0.45;-1.11;1.471;1;0;0
;8867064;5;0.258976;0.52;15.15;0.2;0.23;1.694;176;1.34;2.64;1.512;1;0;0
;8867725;1;0.505452;0.8;16.12;0.25;0.29;1.649;218;-0.92;0.29;1.171;1;0;0
;8869325;1;0.450364;1.07;16.7;0.36;0.44;1.401;200;-0.41;-1.01;1.148;1;0;0
;8892213;4;0.327891;0.72;16.3;0.23;0.26;0.844;201;1.15;0.53;0.637;2;5;0
;8896747;2;0.362062;0.42;16.36;0.15;0.2;0.786;290;0.15;-1.24;0.648;1;0;0
;8897879;7;155.843307;0.98;15.49;0.31;0.4;2.206;296;0.4;-0.66;1.932;1;0;0
;8901601;1;0.462263;1.03;15.04;0.33;0.36;3.121;270;-1.07;-0.19;2.759;1;0;0
;8902279;1;0.712364;0.5;15.5;0.17;0.17;1.631;302;1.27;5.8;1.286;1;0;0
;8907563;1;0.513169;0.74;16.72;0.24;0.27;1.295;259;-0.64;-0.18;0.911;1;0;0
;8907625;2;0.359521;0.39;16.57;0.13;0.17;0.645;257;-0.01;-0.98;0.487;1;0;0
;8912411;4;0.620752;0.33;15.95;0.1;0.1;0.844;183;1.45;2.4;0.346;2;5;0
;8914489;1;0.490411;0.71;15.37;0.25;0.3;2.58;266;-1.31;0.79;1.943;1;0;0
;8918176;4;0.64692;0.56;16.63;0.17;0.15;0.583;294;1.63;3.86;0.057;1;0;0
;8922628;1;0.51688;0.76;16.52;0.23;0.23;1.289;202;-0.41;-0.09;0.907;1;0;0
;8923177;0;-9.9;0.42;16.52;0.14;0.14;0.664;261;-1.18;4.65;0.356;1;0;0
;8927173;1;0.558606;0.76;16.43;0.24;0.28;1.424;317;-0.61;-0.39;1.037;1;0;0
;8929826;1;0.657951;0.63;15.15;0.19;0.22;2.261;294;-1.02;0.12;1.893;1;0;0
;8930253;1;0.483875;0.96;14.9;0.31;0.41;2.956;302;-0.62;-0.92;2.69;1;0;0
;8931221;7;172.681717;1.58;15.19;0.5;0.61;3.194;298;0.22;-0.81;2.889;1;0;0
;8933546;1;0.505788;0.75;16.56;0.23;0.25;1.446;385;-0.91;0.37;0.89;1;0;0
;8936594;5;0.304851;0.33;14.82;0.11;0.15;1.79;430;0.34;-1.1;1.646;1;0;0
;8942404;5;0.302442;0.38;15.79;0.13;0.16;1.219;477;0.34;-1.15;1.045;1;0;0
;8951269;1;0.668698;0.77;14.84;0.25;0.34;2.714;202;-0.23;-1.24;2.462;1;0;0
;8952153;1;0.521349;0.79;15.49;0.25;0.28;2.166;239;-0.48;-0.47;1.755;2;0;0
;8955278;1;0.547521;0.9;16.29;0.29;0.39;1.836;200;-0.46;-1.02;1.487;1;0;0
;8970783;5;0.329603;0.54;15.9;0.18;0.24;1.431;206;0.65;-0.81;1.232;1;0;0
;8972895;2;0.35347;0.47;15.5;0.16;0.17;1.805;185;-0.93;-0.25;1.486;1;0;0
;8978704;5;0.258129;0.57;14.86;0.19;0.24;2.18;201;0.67;-0.86;1.996;1;0;0
;8981452;5;0.267626;0.57;16.44;0.19;0.2;0.934;195;0.83;0.09;0.728;1;0;0
;8983648;6;0.065685;0.63;16.42;0.21;0.26;1.386;202;-0.67;-0.66;1.078;1;0;0
;8983688;5;0.277829;0.43;16.16;0.21;0.17;1.011;214;4.01;26.33;0.714;1;0;0
;8984249;1;0.491721;0.88;16.65;0.29;0.36;1.656;184;-0.59;-0.65;1.312;1;0;0
;8988488;2;0.336355;0.49;15.91;0.16;0.19;1.238;213;0.39;-0.71;1.063;1;0;0
;8999679;2;0.338792;0.38;15.1;0.14;0.2;1.787;273;0.14;-1.52;1.662;1;0;0
;9001883;2;0.309825;0.44;15.21;0.16;0.22;1.846;216;-0.02;-1.52;1.759;1;0;0
;9002991;5;0.228739;0.78;16.98;0.25;0.28;0.7;222;1.08;1.76;0.435;1;0;0
;9003162;4;1.110508;0.37;15.68;0.11;0.08;1.04;226;2.26;4.54;0.335;1;0;0
;9003509;5;0.269976;0.67;15.31;0.22;0.28;1.89;255;0.75;-0.77;1.719;1;0;0
;9005186;2;0.404216;0.52;16.67;0.16;0.19;0.726;245;-0.31;-0.39;0.467;1;0;0
;9011013;1;0.723302;0.44;16.34;0.14;0.18;0.853;256;0.22;-0.32;0.702;1;0;0
;9014651;4;0.630068;0.4;15.35;0.13;0.17;1.422;235;1.07;0.1;1.268;2;5;0
;9014689;1;0.554952;0.7;15.64;0.22;0.26;1.913;281;-0.5;-0.72;1.611;1;0;0
;9015901;5;0.319601;0.65;15.95;0.21;0.25;1.346;287;0.78;-0.5;1.143;1;0;0
;9017843;2;0.271205;0.49;16.46;0.17;0.22;0.849;249;0.35;-0.46;0.668;1;0;0
;9017927;1;0.65671;0.92;16.33;0.3;0.34;1.624;268;0.1;-0.12;1.322;1;0;0
;9018303;1;0.566404;0.73;16.5;0.24;0.31;1.282;217;-0.17;-1.04;1.063;1;0;0
;9020065;5;0.315426;0.67;15.2;0.21;0.26;1.944;272;0.92;-0.05;1.698;1;0;0
;9022659;1;0.51775;0.92;16.32;0.3;0.34;1.869;273;-0.87;-0.44;1.532;1;0;0
;9025455;2;0.392874;0.45;15.18;0.23;0.21;1.829;267;4.45;35.23;1.667;1;0;0
;9026628;1;0.593221;0.73;16.35;0.25;0.31;1.438;229;-0.35;-1.12;1.264;1;0;0
;9038263;2;0.337835;0.36;15.8;0.13;0.17;1.09;237;0.28;-0.86;0.922;1;0;0
;9041967;1;0.587095;0.58;15.84;0.19;0.23;1.612;224;-0.22;-0.98;1.361;1;0;0
;9043904;5;0.281536;0.56;16.02;0.2;0.25;1.337;293;0.6;-0.92;1.16;1;0;0
;9054729;1;0.479153;0.84;16.26;0.26;0.3;1.713;271;-0.6;-0.55;1.312;1;0;0
;9062695;1;0.610623;0.45;14.97;0.14;0.14;1.893;130;-0.75;-0.4;1.48;1;0;0
;9063194;1;0.575786;0.78;15.27;0.25;0.33;2.345;467;-0.4;-1.11;2.105;1;0;0
;9064251;5;0.339488;0.33;16.46;0.11;0.13;0.539;443;0.26;-0.75;0.332;1;0;0
;9065043;2;0.340479;0.34;14.47;0.12;0.16;2.181;391;0.07;-1.39;2.032;1;0;0
;9066685;1;0.466863;1.04;16.42;0.33;0.4;2.076;452;-0.84;-0.47;1.583;1;0;0
;9068132;4;0.938761;0.46;16.42;0.13;0.13;0.578;439;1.92;3.96;-0.025;1;0;0
;9070238;1;0.613909;0.92;16.39;0.29;0.36;1.734;447;-0.48;-0.88;1.396;1;0;0
;9072660;1;0.571189;0.51;15.18;0.16;0.18;2.014;82;-1.17;0.36;1.877;1;0;0
;9072857;5;0.281434;0.29;14.73;0.1;0.12;1.769;206;0.55;0.01;1.541;1;0;0
;9073923;1;0.703782;0.62;16.32;0.2;0.23;1.237;240;-0.14;0.19;0.983;1;0;0
;9075982;1;0.501582;0.91;15.59;0.29;0.35;2.188;264;-0.76;-0.43;1.867;1;0;0
;9087253;1;0.752122;0.36;15.87;0.12;0.15;1;225;0.1;-0.38;0.832;2;11;0
;9093796;2;0.333212;0.49;16.68;0.17;0.19;0.628;238;-0.12;1.37;0.359;1;0;0
